severity_code,severity_label,population,disaster_type_code,disaster_type_label,water_purification_units,emergency_shelter_kits,medical_supply_crates,sar_equipment_sets,communication_radios,portable_generators,food_ration_packages,thermal_blankets,first_aid_stations,evacuation_vehicles
0,NONE,4216803,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3278262,1,cyclone,22422,18737,8304,9333,7297,10031,18135,24818,3042,3319
0,NONE,817166,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,3912669,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,3510764,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,790671,1,cyclone,5018,5946,2472,1948,1833,2459,5075,6201,751,931
2,MODERATE,2117191,1,cyclone,6049,5580,2037,1815,2397,1655,5687,6441,938,1426
0,NONE,3483978,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,789148,0,earthquake,8073,7373,6338,6259,4259,3777,8316,8663,2077,2768
4,CATASTROPHIC,3424638,0,earthquake,38614,33726,25251,25984,19209,18933,37233,33167,9686,10615
1,MINOR,1381710,0,earthquake,695,703,357,298,303,128,620,669,138,134
0,NONE,944461,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,3288157,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,3305107,1,cyclone,40999,45534,22278,16013,18413,26080,44348,50409,8928,11682
3,SEVERE,3169562,0,earthquake,17220,17434,10241,8728,6822,5822,17096,13589,3139,2909
0,NONE,3539172,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4822778,0,earthquake,20686,22866,13708,15958,8619,8883,24681,20916,4504,4020
4,CATASTROPHIC,3886613,0,earthquake,38804,42426,25241,26357,17380,17376,35288,36952,11211,11996
2,MODERATE,473656,1,cyclone,1442,1303,464,337,484,352,1189,1421,238,354
1,MINOR,432941,0,earthquake,236,168,136,79,82,39,247,216,46,48
4,CATASTROPHIC,4754489,1,cyclone,57892,70985,31020,24430,30800,37265,63971,66661,16107,17140
4,CATASTROPHIC,3411097,0,earthquake,30098,35774,26699,25025,16710,16154,37645,29257,9240,9826
1,MINOR,4961172,1,cyclone,3084,2946,1499,810,1276,752,3468,4652,535,653
2,MODERATE,676337,1,cyclone,1700,2045,601,603,823,477,1652,1748,320,395
4,CATASTROPHIC,806017,1,cyclone,9366,11232,5908,4417,5156,5557,11529,12237,2791,3602
1,MINOR,1521193,1,cyclone,1068,893,465,239,462,229,927,1153,151,146
3,SEVERE,1786852,0,earthquake,9203,9091,4372,4883,3550,3765,6972,8789,1812,1938
0,NONE,224062,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,2113048,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,2413081,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,3873691,1,cyclone,2759,2836,1025,630,992,669,2741,3126,389,482
1,MINOR,116220,1,cyclone,72,75,36,20,26,13,72,95,12,14
2,MODERATE,2932878,1,cyclone,8036,8816,2834,2406,3367,2039,8896,8905,1540,1906
1,MINOR,3916247,0,earthquake,2073,1941,1214,796,650,399,1886,1820,488,440
3,SEVERE,3271593,0,earthquake,18047,18013,9995,10687,5997,6924,16106,12988,2752,3054
3,SEVERE,1246729,0,earthquake,5908,6549,3692,3431,2303,2975,6510,5172,1315,1222
0,NONE,373145,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,1209725,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,3823873,1,cyclone,48591,49024,29445,22106,25903,24978,55733,48476,11141,14334
3,SEVERE,4628656,0,earthquake,23573,25597,11349,14081,10367,9312,20499,25474,4328,4247
0,NONE,3494679,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1731530,1,cyclone,11137,12597,4811,4230,4346,5295,10107,13254,1984,2171
4,CATASTROPHIC,992652,0,earthquake,10535,9071,6312,6157,4921,5564,8968,11592,3248,2541
3,SEVERE,2541396,1,cyclone,13979,17531,7284,6168,5877,6093,15877,18477,2702,2836
3,SEVERE,3084903,1,cyclone,18875,23741,6888,7508,8402,10640,19587,20068,3506,3682
2,MODERATE,2925609,1,cyclone,6913,7193,3223,2520,3738,2372,7483,8228,1319,1564
3,SEVERE,2374494,1,cyclone,15229,16002,6096,5400,6523,8069,16137,18989,2863,3012
1,MINOR,1429608,1,cyclone,1074,847,498,220,334,173,886,960,134,169
2,MODERATE,4484781,1,cyclone,12948,11801,4392,3444,4555,3544,11705,15392,2057,2983
2,MODERATE,348848,1,cyclone,957,766,333,327,412,270,1053,1030,188,217
1,MINOR,391670,1,cyclone,256,253,129,61,98,55,238,296,39,49
0,NONE,2821105,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,997057,0,earthquake,497,488,287,196,166,96,565,450,89,100
0,NONE,2469606,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,144454,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1790228,0,earthquake,939,639,491,317,348,169,966,728,179,189
0,NONE,2593050,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,58123,1,cyclone,170,152,55,41,63,35,149,200,30,39
2,MODERATE,390508,1,cyclone,923,1158,358,336,454,283,1020,1014,214,264
0,NONE,3638236,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3109823,0,earthquake,14703,14364,9044,8927,6476,5844,15681,18029,3147,3581
3,SEVERE,3946617,0,earthquake,21270,17541,12739,13650,8100,7411,20019,18435,3621,4216
3,SEVERE,4539469,1,cyclone,29096,35605,13015,10523,10277,12092,31909,41487,4365,5076
0,NONE,2801285,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2188077,1,cyclone,13430,14305,6105,5623,5368,6434,12660,16133,2245,2704
3,SEVERE,1958615,0,earthquake,10460,8663,6319,5993,4102,3664,8166,10285,1554,1896
2,MODERATE,1411910,0,earthquake,3373,3113,1319,1415,1405,594,2558,2665,562,709
1,MINOR,3684815,0,earthquake,1510,1931,969,724,805,313,1953,1787,332,443
0,NONE,1462108,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,1588858,1,cyclone,1052,1012,624,216,335,259,1019,1292,164,179
4,CATASTROPHIC,4552538,1,cyclone,55587,61158,29680,21841,27713,36142,62230,73887,14100,15516
4,CATASTROPHIC,3371189,0,earthquake,32908,29528,27040,23169,19649,18719,32151,29018,10389,9491
2,MODERATE,3684032,0,earthquake,7627,6725,3484,3657,4082,1757,7093,8729,1822,1725
3,SEVERE,4587749,0,earthquake,24486,22572,14643,13419,9701,9843,20491,25467,4511,4372
2,MODERATE,4151951,0,earthquake,8300,8611,4313,4404,5304,2084,7693,6626,1827,2332
2,MODERATE,816117,0,earthquake,2034,1685,853,999,958,439,1767,1782,398,419
4,CATASTROPHIC,1553749,0,earthquake,17323,15998,12254,11190,6869,6733,13126,16566,5215,5523
4,CATASTROPHIC,2300457,0,earthquake,20429,25260,14337,17865,12224,13065,23061,21121,6009,6085
4,CATASTROPHIC,254265,1,cyclone,3658,3756,1773,1717,1510,1949,3289,3684,810,857
2,MODERATE,4003031,1,cyclone,9889,11358,3866,3198,4480,2809,9554,13021,2035,2622
1,MINOR,2845376,0,earthquake,1548,1420,840,640,600,274,1492,1242,291,241
4,CATASTROPHIC,1729187,1,cyclone,19811,26769,11391,8777,10190,11785,21541,26830,5368,5666
3,SEVERE,751972,0,earthquake,3438,3794,2113,2144,1455,1369,3490,3501,783,543
2,MODERATE,1545288,0,earthquake,3427,3461,1376,1668,1517,783,3129,3117,890,667
3,SEVERE,1764688,1,cyclone,11622,12211,4824,4595,4181,5168,11737,14189,1595,2302
1,MINOR,3340444,0,earthquake,1912,1432,1030,647,714,293,1942,1401,325,348
1,MINOR,3472696,1,cyclone,2222,2248,925,597,841,513,2142,2557,352,488
1,MINOR,1001675,0,earthquake,478,559,292,187,200,101,441,485,96,98
0,NONE,3928094,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,561548,0,earthquake,1274,1110,638,543,613,287,1317,957,248,332
4,CATASTROPHIC,4494893,1,cyclone,56416,66007,33623,23059,27152,26902,66859,63968,13560,15680
2,MODERATE,1877887,1,cyclone,4874,5202,1792,1761,2053,1517,5056,6344,876,1044
3,SEVERE,4073332,0,earthquake,24108,23364,11421,12293,7912,8252,20893,21441,2891,4222
0,NONE,3179888,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2942050,1,cyclone,1706,2085,812,459,641,534,1780,2358,284,312
4,CATASTROPHIC,4129977,1,cyclone,52106,52403,32750,19817,23409,36221,56203,61824,12416,13460
4,CATASTROPHIC,1033388,1,cyclone,14639,16102,6745,5356,5795,6506,11726,13567,3008,3820
2,MODERATE,4384077,1,cyclone,10846,12427,3728,3843,5937,3082,10944,14787,2165,2785
3,SEVERE,2541083,0,earthquake,14242,14105,6751,7137,4802,5392,13333,12761,2610,2213
1,MINOR,2026199,0,earthquake,1202,1112,610,394,413,213,807,1227,186,202
1,MINOR,2500120,1,cyclone,1507,1866,823,378,667,379,1705,1629,255,279
4,CATASTROPHIC,4065249,1,cyclone,54378,51786,30239,23680,29412,31263,49754,65678,12040,14752
3,SEVERE,1414119,1,cyclone,9220,9771,3991,3491,3080,3750,9843,11261,1229,1386
4,CATASTROPHIC,675899,0,earthquake,5959,6588,5218,5108,3384,3050,7195,6772,1557,2186
2,MODERATE,3415398,1,cyclone,7907,6525,3510,2811,3405,2310,11326,9933,1832,1915
4,CATASTROPHIC,1796641,1,cyclone,24250,25268,12150,10297,10147,14143,20010,26247,5785,6706
3,SEVERE,159472,0,earthquake,789,827,437,439,369,310,850,723,158,154
0,NONE,482870,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2231737,1,cyclone,14826,14065,6106,5975,5348,7274,13720,16646,2279,3146
4,CATASTROPHIC,3001179,0,earthquake,33307,28871,21606,23132,14141,15516,35250,32776,9260,8801
2,MODERATE,4197739,1,cyclone,12561,13299,3921,3471,5093,3521,11331,12564,1985,2604
1,MINOR,641462,1,cyclone,307,563,202,104,172,118,453,526,64,75
3,SEVERE,1693675,1,cyclone,10252,10254,5042,3380,4142,5062,11170,12039,2214,2308
2,MODERATE,3830371,1,cyclone,9353,9637,3317,3196,4283,3150,10948,13069,1751,2407
0,NONE,3033361,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,2489799,1,cyclone,36280,32551,16675,14469,12882,15964,33600,35685,6796,9504
3,SEVERE,1502718,1,cyclone,9572,9895,2836,4239,3606,4427,10085,11180,1438,1621
2,MODERATE,294358,0,earthquake,522,627,315,268,215,147,563,562,161,149
2,MODERATE,2160231,1,cyclone,6232,4723,2491,1922,2473,1708,5618,7277,1186,1114
1,MINOR,2740936,0,earthquake,1381,1270,966,605,507,237,1317,1430,280,308
2,MODERATE,3078378,1,cyclone,8265,7421,3018,2723,3675,2424,7748,8284,1520,1904
3,SEVERE,4605681,0,earthquake,25354,20240,12546,15819,9255,9051,23570,20250,4453,4606
1,MINOR,2387807,0,earthquake,1132,1330,862,491,433,215,1211,1227,283,261
1,MINOR,3931895,0,earthquake,2558,2089,1100,768,717,298,2027,2316,329,395
0,NONE,2068535,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,2695563,0,earthquake,5432,5115,2128,3246,2737,1401,5359,4994,1322,1132
4,CATASTROPHIC,4530801,1,cyclone,61970,70958,29445,25386,27742,36491,61427,59537,13988,19579
4,CATASTROPHIC,2164452,1,cyclone,29638,27529,16351,12477,13068,19068,27391,36388,7342,8458
0,NONE,178157,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1805148,0,earthquake,16631,19259,11914,11950,8684,8350,18537,18733,5862,5768
1,MINOR,3105003,0,earthquake,1491,1417,848,633,576,356,1546,1785,328,286
1,MINOR,3332791,0,earthquake,1923,1680,1174,803,551,340,1680,1595,349,334
0,NONE,4730654,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1634461,0,earthquake,8156,8711,5291,5126,2840,3011,7953,6966,1671,1865
1,MINOR,3931792,1,cyclone,2972,2824,1273,716,833,487,2540,2431,380,486
0,NONE,1190283,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,207500,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3696458,0,earthquake,17421,19473,12235,10637,8064,7484,18252,18091,3972,3816
1,MINOR,1567043,1,cyclone,1024,1147,481,198,332,252,1106,1273,153,150
0,NONE,2933811,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1407576,1,cyclone,9034,9868,4315,3227,3310,4377,10101,8492,1355,1725
1,MINOR,628373,1,cyclone,459,399,169,92,134,89,445,543,47,72
3,SEVERE,193691,1,cyclone,1277,1460,719,503,518,551,1129,1461,195,207
3,SEVERE,199542,0,earthquake,1017,920,608,573,481,414,842,1179,186,180
4,CATASTROPHIC,2997493,0,earthquake,33933,30482,21913,19989,15784,17737,27771,34971,9350,8210
1,MINOR,2567592,1,cyclone,1656,1661,659,437,720,351,1754,1660,242,316
2,MODERATE,1900302,0,earthquake,4112,3961,1716,1797,1811,809,3489,3369,910,879
1,MINOR,1921792,0,earthquake,1081,886,592,400,430,176,1065,908,166,206
1,MINOR,1995457,1,cyclone,1371,1345,768,371,402,275,1162,1593,210,252
3,SEVERE,1481257,1,cyclone,9484,8479,4056,4037,3002,5090,10678,10786,1385,1925
2,MODERATE,3262331,1,cyclone,8461,7188,2789,2527,4101,2250,8314,8207,1783,2000
2,MODERATE,3196,0,earthquake,7,6,3,3,3,1,5,6,1,1
4,CATASTROPHIC,2154327,1,cyclone,29151,28493,15947,13508,13503,17232,27525,35523,6087,8018
0,NONE,2233414,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,637031,1,cyclone,1601,2082,619,397,611,479,1757,1982,323,426
4,CATASTROPHIC,3974409,1,cyclone,45955,60465,26791,21526,24262,27190,44208,67781,13666,14564
0,NONE,3783112,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3403209,1,cyclone,23467,22495,9610,7661,7425,11929,23984,25583,3862,3466
4,CATASTROPHIC,2949908,1,cyclone,36986,35931,25144,14661,19632,18857,40099,43139,8293,10828
0,NONE,3158546,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,1960391,0,earthquake,849,952,622,365,426,180,918,877,209,194
2,MODERATE,4786445,1,cyclone,15084,13096,3287,4387,6032,3825,11197,14297,2437,2803
1,MINOR,4812056,0,earthquake,2607,2507,1633,1024,897,541,2611,2252,519,469
3,SEVERE,2214178,0,earthquake,10129,10471,7144,6495,3830,5211,11425,9513,2116,2238
0,NONE,3077195,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,4127436,1,cyclone,2938,3567,1318,636,1035,572,2768,3033,409,450
3,SEVERE,1932303,1,cyclone,15021,14135,5844,4654,3531,6228,12728,15113,1794,2229
0,NONE,3522348,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,1750866,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3321613,1,cyclone,10190,10099,3237,2835,3818,2518,9017,9548,1546,2236
4,CATASTROPHIC,1741070,0,earthquake,15416,18806,14075,13150,8499,9003,15896,19321,5448,5627
4,CATASTROPHIC,560846,0,earthquake,6015,6418,3687,4232,2604,3397,5375,5969,1710,2120
0,NONE,946301,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,198017,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2344218,1,cyclone,1450,1456,842,334,563,323,1569,1534,254,338
0,NONE,2459507,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,2946878,0,earthquake,1533,1432,894,616,578,291,1441,1616,307,301
1,MINOR,3871018,0,earthquake,2019,1835,1033,680,795,372,2226,1927,356,393
0,NONE,636431,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,4659014,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,4198811,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4918580,1,cyclone,13270,13025,5157,3828,5599,4080,12115,16419,2313,3558
3,SEVERE,2089884,0,earthquake,10287,8376,4657,5031,4057,4068,10797,10243,2152,1995
0,NONE,2708668,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,832230,1,cyclone,5262,5937,2503,1944,1986,2603,5678,6268,883,956
1,MINOR,2760451,0,earthquake,1365,1464,826,540,555,259,1332,1092,302,284
1,MINOR,1954702,1,cyclone,1281,1226,636,325,487,280,1327,1427,206,189
3,SEVERE,3918446,1,cyclone,24364,32152,10853,8836,8982,10327,19845,28710,3971,4677
1,MINOR,4158527,0,earthquake,1911,2472,1196,843,940,420,2095,2208,427,411
0,NONE,2550552,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,213968,1,cyclone,1363,1323,593,558,517,664,1341,1483,206,269
0,NONE,1406427,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,3682796,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4526226,1,cyclone,31053,29054,12226,11701,11792,11849,25781,32435,4204,5690
0,NONE,4315596,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,2591318,1,cyclone,1496,2031,730,345,615,390,1711,2208,253,307
2,MODERATE,2158714,1,cyclone,4993,6540,2198,1654,2097,1852,4923,6093,1118,1140
1,MINOR,792515,0,earthquake,406,308,263,140,151,85,388,389,71,95
3,SEVERE,3405851,0,earthquake,17332,15064,11977,10421,6147,7286,16555,14835,3535,3526
2,MODERATE,4172060,0,earthquake,7798,8021,3906,4258,4322,1896,9404,7526,1748,2165
4,CATASTROPHIC,4463786,0,earthquake,33908,50853,33347,26558,19018,26051,41346,40914,10356,12921
0,NONE,4561786,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4495433,0,earthquake,22135,24860,12280,12963,8832,6383,26233,20451,4722,4456
2,MODERATE,4078140,1,cyclone,9655,12017,3722,3036,4936,3825,10784,9091,1908,2614
0,NONE,4016899,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,549391,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1862015,1,cyclone,25134,27056,13929,10030,10686,15976,20392,27240,5665,7109
2,MODERATE,1791825,1,cyclone,5202,5018,1492,1463,2252,1607,4849,4578,766,1210
4,CATASTROPHIC,969738,1,cyclone,11943,14629,6486,5569,5897,7635,11302,16086,2499,3334
3,SEVERE,2694991,0,earthquake,14840,15108,8161,7247,4942,6339,13697,15827,2829,2898
1,MINOR,1588049,0,earthquake,868,696,491,278,308,168,712,838,135,176
2,MODERATE,3869108,0,earthquake,7302,7712,3686,3925,4090,1739,7933,7390,2190,1718
3,SEVERE,4450696,0,earthquake,20193,21754,12647,13470,9798,8964,22614,19900,4391,4262
4,CATASTROPHIC,2814268,1,cyclone,37138,47134,18486,14146,15679,21430,38739,45288,9141,11113
4,CATASTROPHIC,2508894,0,earthquake,25587,24599,18868,18426,11225,11098,24863,25171,8099,7913
4,CATASTROPHIC,2307278,0,earthquake,23860,26534,16271,17807,14584,12226,23186,24739,6668,8574
4,CATASTROPHIC,2195814,1,cyclone,26160,34114,16703,11684,13934,13984,29073,34428,7712,7295
3,SEVERE,4198880,1,cyclone,25765,30260,12676,9583,11065,13410,26327,31444,4084,4716
3,SEVERE,741165,1,cyclone,4516,5247,2321,1636,1845,2010,4757,5223,796,899
2,MODERATE,2165456,0,earthquake,4927,4258,1825,1919,2203,1194,5097,4386,955,1112
3,SEVERE,2819127,1,cyclone,16599,15610,9571,6612,6799,9300,21767,22665,2848,3539
1,MINOR,4848243,1,cyclone,2911,3465,1677,715,1299,836,2894,3107,499,549
4,CATASTROPHIC,2126869,0,earthquake,22237,20808,16007,13675,12061,11381,22811,21045,5479,6944
3,SEVERE,2850310,1,cyclone,20513,19342,10284,6843,5834,7975,18744,22478,2569,3614
0,NONE,3052687,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,4062118,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4792030,1,cyclone,31249,31742,12780,12207,8668,13223,33597,32702,4979,5290
4,CATASTROPHIC,563506,1,cyclone,6563,7876,4331,3366,3367,3426,6009,7114,1604,1952
2,MODERATE,2769785,0,earthquake,4722,6105,2419,2390,2794,1519,6677,5862,1603,1217
3,SEVERE,2479129,0,earthquake,12430,11267,7244,9557,4598,5676,12361,13238,2787,2546
2,MODERATE,3699446,0,earthquake,7056,5264,3872,3991,3070,1837,7541,8112,1715,1687
4,CATASTROPHIC,555134,1,cyclone,7153,7608,4234,2922,3731,4528,8537,7752,1893,2109
1,MINOR,735062,0,earthquake,359,333,249,160,138,77,387,391,61,80
0,NONE,3416502,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,116481,1,cyclone,333,348,125,85,118,92,329,405,57,67
2,MODERATE,3163257,0,earthquake,6175,6750,3074,3146,3426,1482,7206,6727,1287,1500
1,MINOR,3459340,0,earthquake,1643,1874,946,718,731,354,1926,2087,349,359
2,MODERATE,1076419,0,earthquake,2359,2395,866,1181,989,584,2138,2159,528,603
4,CATASTROPHIC,1649379,0,earthquake,12422,17408,12637,10827,9020,7455,15405,15215,5418,4084
0,NONE,4312946,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,2997439,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,4498907,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,2028217,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1975516,1,cyclone,12327,12705,5822,5119,4508,6112,13790,13916,1858,2695
2,MODERATE,1676099,1,cyclone,3805,4898,1961,1336,2010,1454,3934,5896,919,912
3,SEVERE,2728338,1,cyclone,20076,19913,7571,6345,7013,7776,17773,19412,3208,3906
4,CATASTROPHIC,3137877,0,earthquake,34327,26552,20147,25585,15336,17256,29955,31080,11094,9825
2,MODERATE,4928951,0,earthquake,8737,9047,5570,4996,4657,2590,9055,11337,2797,2349
4,CATASTROPHIC,3042398,0,earthquake,23346,29333,20252,20977,14255,17994,31997,28903,9069,10418
3,SEVERE,4478597,0,earthquake,24148,20382,12406,12816,6939,9258,21782,24565,3986,4201
0,NONE,4844405,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2222854,1,cyclone,13308,17696,6880,4980,5068,6221,13001,15875,2305,2684
2,MODERATE,2569395,0,earthquake,5282,4134,2383,2485,2156,1236,5747,4486,1240,1503
4,CATASTROPHIC,2315138,0,earthquake,22505,23387,18298,15419,12306,12599,21644,21388,6786,6808
4,CATASTROPHIC,2539065,1,cyclone,37316,29932,15927,16056,16133,23880,33233,44562,6202,7848
0,NONE,4955095,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,2177890,0,earthquake,1064,1096,684,459,473,195,1031,1035,198,178
2,MODERATE,821929,0,earthquake,1388,1901,882,788,872,428,1462,1641,370,437
4,CATASTROPHIC,2352221,0,earthquake,23193,23808,19203,16068,13193,12325,26858,22726,7547,7014
2,MODERATE,2308436,0,earthquake,4067,4740,2428,2291,2299,1300,4910,4848,1243,1119
4,CATASTROPHIC,3884485,0,earthquake,40299,37256,26198,25823,21456,13881,37645,44846,12256,13129
2,MODERATE,349760,0,earthquake,557,612,367,403,309,168,727,597,184,128
4,CATASTROPHIC,3422578,0,earthquake,32693,36456,25029,23938,18771,14203,34925,31521,11210,10973
2,MODERATE,1681063,0,earthquake,3645,3154,1438,1505,1710,855,3712,3210,820,935
1,MINOR,4525605,0,earthquake,2345,2253,1268,719,938,518,2129,2362,381,473
1,MINOR,4806085,0,earthquake,2233,2610,1438,793,836,464,2696,2188,454,490
2,MODERATE,1337900,0,earthquake,2229,2755,1131,1413,1229,605,2748,2888,694,682
0,NONE,2400057,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4573483,1,cyclone,12201,13421,4690,4395,5198,3578,11620,10343,2242,2487
3,SEVERE,1829210,1,cyclone,12348,12125,5265,4697,4034,4478,12076,15188,1955,2233
4,CATASTROPHIC,3891386,1,cyclone,49384,57020,28658,19439,25676,32475,44872,53561,13064,13803
2,MODERATE,3662667,1,cyclone,10102,11392,3651,2641,4521,3267,11029,9443,1567,1824
4,CATASTROPHIC,1373368,1,cyclone,16371,18454,9540,8460,8424,11313,19700,21820,3681,5765
3,SEVERE,2591661,0,earthquake,11911,12668,6962,9161,6054,4725,13149,12076,2751,2723
4,CATASTROPHIC,4014398,0,earthquake,43402,41476,36349,25212,16638,19282,33849,34152,10837,10932
2,MODERATE,1861317,0,earthquake,4164,3247,1682,1731,1771,849,3588,3835,992,988
2,MODERATE,2153883,0,earthquake,4583,4952,1886,1787,2153,1065,4609,4543,1073,1189
2,MODERATE,2228553,1,cyclone,4947,5543,2609,1457,2616,1809,7081,6804,1140,1342
1,MINOR,3738163,1,cyclone,2059,2803,1074,640,997,627,2035,2607,393,473
1,MINOR,4159962,0,earthquake,2017,2251,1093,679,1007,492,1675,2072,422,446
1,MINOR,3633803,0,earthquake,1748,1579,1138,622,665,286,1558,1849,291,309
2,MODERATE,1622964,1,cyclone,4180,4557,2103,1402,2451,1216,4089,4345,941,885
2,MODERATE,384533,1,cyclone,1088,905,367,308,433,283,983,1246,152,217
0,NONE,3929301,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,1589291,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1323020,0,earthquake,2418,2869,1032,1206,1316,675,3093,3054,555,535
1,MINOR,3957874,1,cyclone,2265,2774,1214,580,890,548,2466,3129,353,444
4,CATASTROPHIC,865144,1,cyclone,11721,11547,5833,4984,4586,6256,10280,11821,2047,3531
4,CATASTROPHIC,4449113,0,earthquake,47753,41270,28336,29877,21287,24039,48036,52966,12685,8879
2,MODERATE,1314530,1,cyclone,3505,3648,1620,1069,1360,875,3417,3771,576,784
4,CATASTROPHIC,2090923,1,cyclone,24691,28050,16967,12093,11388,14561,23881,31606,6919,8754
2,MODERATE,2417741,1,cyclone,7103,7419,1983,2143,2367,1976,6054,7762,1047,1620
0,NONE,4337074,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,140689,0,earthquake,71,74,39,27,27,15,62,69,16,15
2,MODERATE,2988793,1,cyclone,8020,9207,3455,1924,3114,2535,7555,8364,1306,1693
0,NONE,3700568,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3822270,0,earthquake,15263,19710,10949,10370,7621,7564,21171,19285,3557,3950
1,MINOR,1670705,1,cyclone,1058,1196,504,276,379,258,1099,1269,167,244
2,MODERATE,2498544,1,cyclone,5744,7221,2157,1892,3148,1689,7539,8413,1052,1359
3,SEVERE,1270242,1,cyclone,8091,9279,3945,3187,2551,4022,6680,10259,1412,1315
4,CATASTROPHIC,4463593,0,earthquake,41891,47174,35612,35154,22642,25436,43266,38873,15962,14104
0,NONE,1125664,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3149407,1,cyclone,5736,9621,3585,2795,4555,2590,7748,10618,1481,1905
1,MINOR,3428811,0,earthquake,1857,1791,1167,856,607,331,1768,1634,340,369
2,MODERATE,1697152,0,earthquake,3444,3318,1935,1979,1870,751,3305,3462,768,855
